ID,eC_number,logFC,AveExpr,t,P.Value,adj.P.Val,B
BJEIHDPM_03615,flhB_1,-5.107954667,7.344979109,-21.61722664,6.18592370217603e-26,1.53814755682605e-24,48.59713351
BJEIHDPM_02613,inference=ab initio prediction:Prodigal:2.6,-6.013432854,6.639597988,-21.60777758,6.30185275312392e-26,1.55889646197122e-24,48.23794929
BJEIHDPM_02422,potH_3,-4.607059583,7.400263045,-21.5962989,6.44566754296107e-26,1.58629530967539e-24,48.59984191
BJEIHDPM_03412,inference=ab initio prediction:Prodigal:2.6,-5.056589012,6.894295331,-21.58580205,6.58010911793635e-26,1.61111957433554e-24,48.41164193
BJEIHDPM_00068,grsB,-5.240967718,8.652856032,-21.57895473,6.66934532122044e-26,1.62467960388512e-24,48.73492925
BJEIHDPM_01421,2.1.1.191,-5.742182119,7.356014425,-21.56727212,6.82445470551276e-26,1.65406859251292e-24,48.42626914
BJEIHDPM_01096,1.1.1.205,-5.382894456,6.774804445,-21.55278786,7.02187922628258e-26,1.69336675411709e-24,48.26932319
BJEIHDPM_01464,2.4.1.1,-5.01756214,7.707184733,-21.54819028,7.08575521549816e-26,1.69757327831751e-24,48.52775636
BJEIHDPM_00945,inference=ab initio prediction:Prodigal:2.6,-5.081739777,7.795726015,-21.54645132,7.11006936740611e-26,1.69757327831751e-24,48.54661177
BJEIHDPM_02588,3.2.2.-,-4.854029404,7.35960707,-21.54078284,7.18991832680489e-26,1.70813950744241e-24,48.47998026
BJEIHDPM_02099,cysW_3,-5.171675809,7.617623698,-21.53387937,7.2883996082703e-26,1.72300639015218e-24,48.47671855
BJEIHDPM_02003,inference=ab initio prediction:Prodigal:2.6,-5.258076508,7.801566915,-21.5292559,7.35512350640505e-26,1.7302567503548e-24,48.49061811
BJEIHDPM_01765,inference=ab initio prediction:Prodigal:2.6,-5.038984447,7.498940238,-21.51018698,7.63696444770103e-26,1.78779475046426e-24,48.44307942
BJEIHDPM_00341,2.7.-.-,-4.809174979,8.29886363,-21.48992973,7.94844720697016e-26,1.85094508111668e-24,48.54354417
BJEIHDPM_02741,1.10.3.14,-6.001427438,6.815297012,-21.48671749,7.99901637121683e-26,1.85094508111668e-24,48.06332987
BJEIHDPM_00452,xerC_3,-4.975923748,7.978529248,-21.48523701,8.02243335845531e-26,1.85094508111668e-24,48.46587832
BJEIHDPM_00441,rhaS_1,-4.910189623,7.854769003,-21.47858159,8.12856931660985e-26,1.86645952872778e-24,48.42613088
BJEIHDPM_01151,inference=ab initio prediction:Prodigal:2.6,-5.278052783,7.598206374,-21.45174423,8.57128258948588e-26,1.95874214985442e-24,48.313991
BJEIHDPM_00582,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q881J7",-5.373683682,7.369246348,-21.44769576,8.64016911906177e-26,1.96512661622642e-24,48.23174664
BJEIHDPM_01362,putA,-5.173598898,7.869269018,-21.44171116,8.74303503212926e-26,1.97914269430134e-24,48.36029444
BJEIHDPM_01457,mcpQ_8,-5.495173126,6.712128093,-21.42519886,9.03337818463259e-26,2.03526675624656e-24,48.03709414
BJEIHDPM_00069,3.4.21.-,-5.056932221,7.823052715,-21.41864379,9.15134725432888e-26,2.04734516502377e-24,48.29807012
BJEIHDPM_01689,2.8.3.19,-4.726688958,8.148685396,-21.41748793,9.17231111648492e-26,2.04734516502377e-24,48.39097033
BJEIHDPM_00617,3.4.11.18,-5.480687914,7.436022706,-21.40938883,9.32058454691891e-26,2.06973838698476e-24,48.14598506
BJEIHDPM_01370,barP,-5.224029043,7.628642974,-21.40731772,9.35889206033949e-26,2.06973838698476e-24,48.22527889
BJEIHDPM_01998,inference=ab initio prediction:Prodigal:2.6,-5.326572187,7.037147111,-21.37961213,9.88704612562831e-26,2.17651075031607e-24,48.0415112
BJEIHDPM_01026,inference=ab initio prediction:Prodigal:2.6,-5.392467987,7.984320655,-21.37064243,1.00644694646592e-25,2.20545155072601e-24,48.21399213
BJEIHDPM_01137,dppA_1,-4.791198661,7.546431136,-21.35780367,1.03240880199725e-25,2.25205901853855e-24,48.16037742
BJEIHDPM_01984,puuR_1,-5.099840782,7.541811387,-21.3523855,1.04356902073609e-25,2.26610304548076e-24,48.12743343
BJEIHDPM_00480,2.3.2.3,-5.182579536,7.627539046,-21.34222815,1.06482342198216e-25,2.30184126220378e-24,48.10640677
BJEIHDPM_01760,2.7.8.-,-5.035001233,8.561902551,-21.31033078,1.13448235830572e-25,2.44142638453326e-24,48.22515769
BJEIHDPM_01128,gudP,-5.403859247,7.414682107,-21.30482414,1.1469702091314e-25,2.44811605763868e-24,47.97509531
BJEIHDPM_01359,dbxref=COG:COG2199,-4.83139645,7.588067345,-21.30446324,1.14779352566931e-25,2.44811605763868e-24,48.06154306
BJEIHDPM_00992,6.2.1.1,-5.226842071,8.446503481,-21.28980354,1.1817507930698e-25,2.50807418689234e-24,48.14781516
BJEIHDPM_01116,dbxref=COG:COG2200,-5.449919501,7.652911534,-21.28784803,1.18635724197658e-25,2.50807418689234e-24,48.00141095
BJEIHDPM_02142,spuD,-5.235755762,7.41985223,-21.28242608,1.19922531964314e-25,2.52415890744185e-24,47.95042552
BJEIHDPM_01072,4.2.2.-,-5.330851964,7.776400164,-21.27254694,1.22303874697263e-25,2.56304058808805e-24,48.00149853
BJEIHDPM_02080,glpT,-5.113246146,7.831987773,-21.26716573,1.23621224940959e-25,2.57938373257244e-24,48.00611166
BJEIHDPM_02214,4.2.1.49,-5.417598339,6.953307734,-21.25616136,1.26360370561839e-25,2.62512302305743e-24,47.77497061
BJEIHDPM_03563,2.4.1.60,-5.268599793,7.41408125,-21.23947803,1.3063159928179e-25,2.7021596765229e-24,47.87232045
BJEIHDPM_02948,acrB,-5.23299127,7.903973667,-21.23400786,1.32063867246527e-25,2.72006222710764e-24,47.9483362
BJEIHDPM_01718,pstA_1,-5.239272861,7.447272073,-21.22683846,1.3396532284661e-25,2.74743412111489e-24,47.85314986
BJEIHDPM_01579,inference=ab initio prediction:Prodigal:2.6,-5.500693938,6.539601034,-21.20833141,1.39003771943868e-25,2.83863447471753e-24,47.57054027
BJEIHDPM_02809,xpsE_1,-5.101871803,7.636117856,-21.1989479,1.41631765600432e-25,2.86467355859558e-24,47.83802571
BJEIHDPM_01728,inference=ab initio prediction:Prodigal:2.6,-4.302779106,8.820502402,-21.19864282,1.41718051503164e-25,2.86467355859558e-24,48.0947927
BJEIHDPM_00342,1.1.1.38,-5.684690716,7.714563254,-21.19740161,1.42069661793238e-25,2.86467355859558e-24,47.80889538
BJEIHDPM_01848,inference=ab initio prediction:Prodigal:2.6,-4.908535313,7.914876518,-21.19089791,1.4392662214352e-25,2.88997430822908e-24,47.8946778
BJEIHDPM_00493,inference=ab initio prediction:Prodigal:2.6,-5.383401423,6.792893173,-21.17923182,1.47319790367874e-25,2.94578197489761e-24,47.57566763
BJEIHDPM_00282,inference=ab initio prediction:Prodigal:2.6,-5.37788177,6.920064405,-21.17607674,1.48251403066773e-25,2.952109889284e-24,47.58545539
BJEIHDPM_03035,3.2.1.21,-5.146335516,7.481768154,-21.16314849,1.52131917272544e-25,3.01686392971462e-24,47.73230375
BJEIHDPM_00427,5.99.1.2,-4.854761638,8.073050634,-21.15756127,1.53840859019787e-25,3.03819869315208e-24,47.86617887
BJEIHDPM_01717,3.6.3.27,-4.917212402,8.046785653,-21.14888451,1.56533663488794e-25,3.07870922574887e-24,47.84613736
BJEIHDPM_02521,1.11.1.6,-5.401105742,7.310627621,-21.14121842,1.58952771455786e-25,3.1135279600666e-24,47.65560547
BJEIHDPM_00823,inference=ab initio prediction:Prodigal:2.6,-5.458076644,7.726760095,-21.13652386,1.6045296380508e-25,3.13013728983975e-24,47.7096887
BJEIHDPM_01893,3.4.24.70,-5.22266779,7.392957846,-21.13018487,1.62501581239212e-25,3.15022190483901e-24,47.66985546
BJEIHDPM_01832,inference=ab initio prediction:Prodigal:2.6,-5.081857222,7.927095548,-21.12928246,1.6279538078768e-25,3.15022190483901e-24,47.76994596
BJEIHDPM_03003,inference=ab initio prediction:Prodigal:2.6,-5.406997192,7.64776879,-21.1229546,1.64870816248681e-25,3.17757047059206e-24,47.66873468
BJEIHDPM_01422,inference=ab initio prediction:Prodigal:2.6,-4.944999179,7.55734758,-21.11784797,1.66565357388848e-25,3.19738860043632e-24,47.68681383
BJEIHDPM_00824,inference=ab initio prediction:Prodigal:2.6,-5.014473325,7.481825044,-21.11374563,1.67939498432249e-25,3.21092292022455e-24,47.64737865
BJEIHDPM_01277,motA,-5.485621689,6.866237635,-21.10649601,1.70396187681453e-25,3.24496549477497e-24,47.44391897
BJEIHDPM_01898,4.2.1.1,-5.02162873,6.911840812,-21.10408183,1.71222386407548e-25,3.24781119513764e-24,47.53028971
BJEIHDPM_01166,inference=ab initio prediction:Prodigal:2.6,-5.429969581,7.008797781,-21.09303224,1.75056303807858e-25,3.30746142509414e-24,47.50115231
BJEIHDPM_03377,inference=ab initio prediction:Prodigal:2.6,-5.167220968,7.956377785,-21.08040022,1.79546639789465e-25,3.3745454380235e-24,47.65881142
BJEIHDPM_01958,2.7.7.56,-4.825875023,6.842419974,-21.07910606,1.80013259456974e-25,3.3745454380235e-24,47.48631409
BJEIHDPM_01517,inference=ab initio prediction:Prodigal:2.6,-5.201735,7.333516551,-21.06268797,1.86041378224143e-25,3.47397888753954e-24,47.52342802
BJEIHDPM_02068,2.7.4.1,-5.024457103,7.558798785,-21.04489421,1.92807296123455e-25,3.58396576391916e-24,47.54539215
BJEIHDPM_01523,3.4.21.-,-4.813056936,8.256877817,-21.04330123,1.93425116244022e-25,3.58396576391916e-24,47.67398764
BJEIHDPM_03547,inference=ab initio prediction:Prodigal:2.6,-4.815482248,7.709501558,-21.03762289,1.95643858096436e-25,3.61113413463383e-24,47.56313019
BJEIHDPM_05097,2.7.8.8,-5.751803925,6.514874286,-21.03501987,1.96669609195928e-25,3.61576940581325e-24,47.16149822
BJEIHDPM_01503,yecS_2,-5.430133034,7.332813777,-21.03317008,1.97401872123999e-25,3.61576940581325e-24,47.46436997
BJEIHDPM_02196,inference=ab initio prediction:Prodigal:2.6,4.823413063,8.169256811,21.02376693,2.01167432300437e-25,3.670567624979e-24,47.75522663
BJEIHDPM_01857,3.2.2.20,-5.371835193,7.080729707,-21.02190108,2.01923286725246e-25,3.670567624979e-24,47.38859911
BJEIHDPM_02289,inference=ab initio prediction:Prodigal:2.6,-5.340313788,6.878710048,-21.01589245,2.04377109698589e-25,3.70115377148501e-24,47.33141928
BJEIHDPM_02172,2.6.1.39,-5.404075952,7.615866543,-21.01126518,2.06287508838895e-25,3.72170584555586e-24,47.45465858
BJEIHDPM_02695,2.6.1.18,-4.935171423,7.776380351,-21.00695507,2.08083338681873e-25,3.74004472784385e-24,47.51041744
BJEIHDPM_02305,1.5.3.1,-4.995308387,7.286525637,-21.00503356,2.08889070811716e-25,3.74051735382622e-24,47.41256308
BJEIHDPM_01369,inference=ab initio prediction:Prodigal:2.6,-5.227342092,7.425362684,-21.00008221,2.10979977829292e-25,3.76391417696197e-24,47.42902651
BJEIHDPM_03435,dbxref=COG:COG2771,-5.113760716,7.403728943,-20.99171197,2.14563281975674e-25,3.81366366741208e-24,47.40151974
BJEIHDPM_01084,inference=ab initio prediction:Prodigal:2.6,-5.299286931,6.901012503,-20.96583001,2.26040801427186e-25,4.00284061272718e-24,47.25733142
BJEIHDPM_03087,mucB,-5.4254234,6.954010058,-20.95860352,2.29355838595032e-25,4.04661275521161e-24,47.18792381
BJEIHDPM_01507,soxC_2,-4.89046359,6.614119711,-20.95515211,2.30956561256577e-25,4.05992870868247e-24,47.18498983
BJEIHDPM_02841,inference=ab initio prediction:Prodigal:2.6,-4.975867184,7.308374891,-20.94437201,2.36029961439082e-25,4.13397001805166e-24,47.30268015
BJEIHDPM_01440,3.1.1.24,-5.494866127,6.785903692,-20.90702159,2.54503628554439e-25,4.41752411321543e-24,47.08515468
BJEIHDPM_01896,inference=ab initio prediction:Prodigal:2.6,-4.878216942,7.465946132,-20.90537046,2.5535349436e-25,4.41752411321543e-24,47.27499138
BJEIHDPM_01690,1.3.99.-,-4.647107638,7.635011077,-20.905195,2.55443978524312e-25,4.41752411321543e-24,47.32531182
BJEIHDPM_00351,xylH,-4.666515141,7.173806163,-20.9043086,2.55901584387141e-25,4.41752411321543e-24,47.21577857
BJEIHDPM_03743,fpvA_1,-5.400622338,7.780306077,-20.90037754,2.57941091130149e-25,4.43677167144655e-24,47.26307547
BJEIHDPM_02582,inference=ab initio prediction:Prodigal:2.6,-4.998782005,7.815258658,-20.8955508,2.6046797179801e-25,4.46423498806661e-24,47.2972563
BJEIHDPM_04944,czcA_5,-5.09520511,7.233584385,-20.8919766,2.62355374106695e-25,4.48058163821363e-24,47.17347906
BJEIHDPM_00665,3.6.4.12,-5.054105195,7.943134056,-20.88931883,2.63767876746882e-25,4.48873064010031e-24,47.30196231
BJEIHDPM_02370,3.5.1.-,-5.361761706,6.793460568,-20.88711813,2.64943326999288e-25,4.49280221296673e-24,47.04658739
BJEIHDPM_01666,inference=ab initio prediction:Prodigal:2.6,-5.34200994,8.659264439,-20.87566589,2.7114702061393e-25,4.57849285438116e-24,47.3598814
BJEIHDPM_01576,envC,-4.466771951,7.932651127,-20.8742856,2.71904660033055e-25,4.57849285438116e-24,47.31186878
BJEIHDPM_00254,1.3.8.7,-4.89242782,6.973312213,-20.86925107,2.74686427765371e-25,4.60916142253851e-24,47.07811895
BJEIHDPM_01146,1.8.1.2,-5.496986894,8.142114275,-20.86497774,2.77070360261135e-25,4.61917174205749e-24,47.24439414
BJEIHDPM_01771,2.7.7.41,-5.044577707,6.966233215,-20.86473206,2.77208056201825e-25,4.61917174205749e-24,47.1028369
BJEIHDPM_01033,dbxref=COG:COG0247,-5.149395185,7.276425883,-20.83366613,2.95193742216442e-25,4.88675207843653e-24,47.07233967
BJEIHDPM_01465,inference=ab initio prediction:Prodigal:2.6,-5.155687023,8.074441513,-20.83348371,2.95302792820711e-25,4.88675207843653e-24,47.20784456
BJEIHDPM_02356,1.3.3.11,-4.865729872,7.9703773,-20.8273019,2.99022738817988e-25,4.93130626662379e-24,47.20541738
BJEIHDPM_01475,damX,-4.647250744,7.830036321,-20.79979447,3.16163543605472e-25,5.1961261841187e-24,47.13607475
BJEIHDPM_00727,oprB_1,-5.021682939,7.451219022,-20.79496479,3.19274896658355e-25,5.22935231762269e-24,47.01824668
BJEIHDPM_01668,ompA,-5.138461426,8.193682428,-20.7824202,3.27502914430872e-25,5.34587240256379e-24,47.14161105
BJEIHDPM_01679,inference=ab initio prediction:Prodigal:2.6,-5.069472882,6.843016287,-20.77931658,3.29571726769643e-25,5.3614058195509e-24,46.90334314
BJEIHDPM_00197,proP_1,-5.180347302,7.038207429,-20.76683577,3.38026585709036e-25,5.48037021897859e-24,46.86607265
BJEIHDPM_01366,toxA,-5.583908779,7.738487306,-20.75801217,3.44137056284475e-25,5.56065230003096e-24,46.97702257
BJEIHDPM_03940,inference=ab initio prediction:Prodigal:2.6,-5.641699987,7.076053062,-20.7488888,3.50573564028043e-25,5.64564608647845e-24,46.80037975
BJEIHDPM_02761,3.4.21.53,-4.845634184,7.874908146,-20.74622107,3.52478726063414e-25,5.65734249624858e-24,47.02556369
BJEIHDPM_02231,ynfM,-4.790051045,8.089153648,-20.73859844,3.57980795641023e-25,5.72649946093757e-24,47.05471508
BJEIHDPM_02343,2.8.1.6,-5.081274373,7.151624497,-20.73125082,3.63367222862325e-25,5.79335316450597e-24,46.84868488
BJEIHDPM_03219,exuT_2,-4.74217946,7.332291393,-20.71151145,3.78250620638012e-25,6.01067790874775e-24,46.85658325
BJEIHDPM_02526,1.-.-.-,-5.055322611,7.346281528,-20.69432549,3.91714192159964e-25,6.20408055503521e-24,46.81899318
BJEIHDPM_01772,mdoD,-5.086596945,7.763867501,-20.68876239,3.96176206638528e-25,6.25411057782334e-24,46.89748815
BJEIHDPM_01661,inference=ab initio prediction:Prodigal:2.6,-5.257243752,7.174082501,-20.67073877,4.10991484349585e-25,6.4585718827236e-24,46.74448226
BJEIHDPM_00548,2.3.1.15,-5.340884471,8.01266199,-20.66975077,4.11819753305568e-25,6.4585718827236e-24,46.85481835
BJEIHDPM_00053,inference=ab initio prediction:Prodigal:2.6,-5.505817782,6.519807764,-20.66198332,4.18390972511133e-25,6.54025497420497e-24,46.50135134
BJEIHDPM_01342,gbuC_2,-5.348846237,6.983065126,-20.62933416,4.47201863117295e-25,6.96792773084383e-24,46.59980789
BJEIHDPM_00292,phnR_1,-4.721154687,7.264205255,-20.62704809,4.49293402497787e-25,6.97786096630058e-24,46.68111666
BJEIHDPM_05314,6.2.1.1,-4.982436817,7.848906836,-20.61144535,4.63837180236555e-25,7.18049879985557e-24,46.74121259
BJEIHDPM_03530,dbxref=COG:COG5383,-5.495037767,6.795871344,-20.60939184,4.6578672333595e-25,7.18749352183031e-24,46.47742172
BJEIHDPM_00067,tycC_1,-5.435961043,7.358434945,-20.60756752,4.67525684640244e-25,7.19120436086068e-24,46.62013593
BJEIHDPM_00936,inference=ab initio prediction:Prodigal:2.6,-5.271242611,7.367764739,-20.60497688,4.70006495751228e-25,7.20626572878641e-24,46.63224044
BJEIHDPM_02245,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P67153",-4.853161527,6.749674574,-20.60031946,4.74500247247202e-25,7.25199581700422e-24,46.53050472
BJEIHDPM_02784,inference=ab initio prediction:Prodigal:2.6,-5.040301665,7.581223925,-20.57437448,5.00347289585638e-25,7.62275124673485e-24,46.60894608
BJEIHDPM_01975,2.7.8.-,-4.790125414,7.865816395,-20.55713818,5.18307688933154e-25,7.87138797212091e-24,46.65015952
BJEIHDPM_02647,pleD_5,-5.321632708,7.443201647,-20.54108549,5.35625585671122e-25,8.10872929222623e-24,46.50944007
BJEIHDPM_02291,1.-.-.-,-5.047897161,7.377389729,-20.53374371,5.43741451006725e-25,8.20570824962665e-24,46.50397786
BJEIHDPM_03180,1.8.4.-,-5.189775771,6.733822813,-20.52199198,5.5699398586978e-25,8.37935466516951e-24,46.31378334
BJEIHDPM_04560,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q97QY9",-5.355206478,7.15567628,-20.50041564,5.82189284677354e-25,8.73101992864569e-24,46.39300277
BJEIHDPM_00748,dbxref=COG:COG2200,-5.419111159,7.040135384,-20.49116004,5.93350482937263e-25,8.86710140373509e-24,46.32511111
BJEIHDPM_01740,6.4.1.7,-5.098929834,7.140036446,-20.48984107,5.94958668889915e-25,8.86710140373509e-24,46.38198681
BJEIHDPM_01385,3.4.-.-,-5.129681623,7.089885052,-20.4825783,6.03893886160721e-25,8.97240482874707e-24,46.35466866
BJEIHDPM_03504,3.2.1.37,-5.188899861,7.61505068,-20.47583632,6.12310775728688e-25,9.06938090346288e-24,46.42133804
BJEIHDPM_01392,inference=ab initio prediction:Prodigal:2.6,-5.123797085,7.177322847,-20.4657296,6.25152864939104e-25,9.23110338105465e-24,46.35943063
BJEIHDPM_01783,mcpQ_10,-4.781137592,8.050547602,-20.46024957,6.3223049347093e-25,9.28333203214008e-24,46.49302017
BJEIHDPM_02735,entS,-5.208043327,7.46754066,-20.45922409,6.3356397361352e-25,9.28333203214008e-24,46.36690158
BJEIHDPM_03002,inference=ab initio prediction:Prodigal:2.6,-4.9739878,7.082013509,-20.45851078,6.34493208281298e-25,9.28333203214008e-24,46.28349605
BJEIHDPM_04815,inference=ab initio prediction:Prodigal:2.6,-5.356606702,7.433471593,-20.45691193,6.36581111849872e-25,9.28557068622351e-24,46.34399935
BJEIHDPM_03695,ltaS1,-4.899277053,7.35469926,-20.42692879,6.77058939779095e-25,9.84607833939357e-24,46.29428716
BJEIHDPM_01125,inference=ab initio prediction:Prodigal:2.6,-5.31473683,7.088696453,-20.42008725,6.86657054387545e-25,9.95549004231368e-24,46.21840554
BJEIHDPM_03775,fptA,-5.38085262,6.987690926,-20.40379214,7.1008016878492e-25,1.02640805120447e-23,46.13502698
BJEIHDPM_05298,1.17.1.4,-5.002337608,7.403277667,-20.3916312,7.28090065829056e-25,1.04928054832241e-23,46.23177297
BJEIHDPM_02063,inference=ab initio prediction:Prodigal:2.6,-5.533565565,7.170781205,-20.38304718,7.41082377465048e-25,1.0648066854655e-23,46.12133958
BJEIHDPM_00806,inference=ab initio prediction:Prodigal:2.6,-5.060851069,7.330921773,-20.37454412,7.54185139809244e-25,1.0803983540133e-23,46.18603598
BJEIHDPM_00195,arsB_1,-4.87744496,6.993200888,-20.37234157,7.5761749711332e-25,1.08208522876393e-23,46.13260359
BJEIHDPM_01514,czcA_3,-5.180686302,7.188765436,-20.33111695,8.24881344210879e-25,1.17466040678576e-23,46.07098854
BJEIHDPM_00944,mcpQ_4,-5.588579154,6.978233356,-20.32159674,8.41261679866946e-25,1.19444224901819e-23,45.95718612
BJEIHDPM_01649,inference=ab initio prediction:Prodigal:2.6,-5.110341041,7.059346429,-20.31899279,8.45799455641927e-25,1.19522161304312e-23,46.04325375
BJEIHDPM_01418,3.2.2.23,-5.364157601,6.807347215,-20.31842529,8.46791724181414e-25,1.19522161304312e-23,45.9371771
BJEIHDPM_04762,3.2.1.28,-5.272911658,6.94739608,-20.30696919,8.67078181953498e-25,1.22026633290171e-23,45.95994716
BJEIHDPM_02661,inference=ab initio prediction:Prodigal:2.6,-4.975348403,7.299730842,-20.30549583,8.69722913467799e-25,1.22040943325496e-23,46.05086438
BJEIHDPM_02041,4.6.1.1,-5.3120899,7.960461089,-20.29917963,8.8115419199108e-25,1.23131141494734e-23,46.13151541
BJEIHDPM_01175,inference=ab initio prediction:Prodigal:2.6,-5.297105098,6.905344729,-20.29837372,8.82623727322122e-25,1.23131141494734e-23,45.93385486
BJEIHDPM_01875,perR_2,-5.367291693,6.928172088,-20.2786826,9.19316200415083e-25,1.27878215820057e-23,45.89221961
BJEIHDPM_01391,metXA_1,-5.301377898,6.802823242,-20.26258421,9.50466823914732e-25,1.31829199074185e-23,45.84436115
BJEIHDPM_01441,2.3.1.-,-5.394823731,7.952660343,-20.25785532,9.59820147587281e-25,1.32742849806091e-23,46.0273488
BJEIHDPM_03665,yhdG,-5.051749535,7.234250897,-20.25236592,9.70795434712219e-25,1.33874922160458e-23,45.93485218
BJEIHDPM_01508,1.14.13.131,-5.045152037,7.317402153,-20.23833559,9.99431999791535e-25,1.37429059226349e-23,45.91456243
BJEIHDPM_01942,citN_1,-4.970958132,7.329337982,-20.23440079,1.00761663478584e-24,1.38158635152492e-23,45.91861746
BJEIHDPM_01557,inference=ab initio prediction:Prodigal:2.6,-5.040056449,7.852313775,-20.23095157,1.01484740626983e-24,1.38753638253246e-23,45.98026705
BJEIHDPM_00969,2.2.1.6,-5.408974529,7.802349316,-20.22594902,1.02542858463208e-24,1.3958243548047e-23,45.94328185
BJEIHDPM_02141,2.6.1.113,-5.596065408,7.34499646,-20.22533906,1.02672639559504e-24,1.3958243548047e-23,45.87491187
BJEIHDPM_01542,2.7.3.9,-5.490644743,7.722727475,-20.22228285,1.03325443163342e-24,1.40073107836407e-23,45.92203788
BJEIHDPM_03602,3.6.3.14,-5.555691388,6.868663196,-20.20161977,1.07851457848723e-24,1.45793369365063e-23,45.68456764
BJEIHDPM_01786,1.11.1.6,-5.103939956,7.254545507,-20.20027638,1.08152614073687e-24,1.45793369365063e-23,45.83020798
